age,gender,location_type,region,candidate,use_viber,education,income,early_voting
31-40,Мужской,Город,Гродненская,,True,Высшее,Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Город,Гродненская,Тихановская,True,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
31-40,Мужской,Город,Гродненская,,True,Другое,Не хочу отвечать на этот вопрос,Нет
старше 60,Мужской,Город,Гомельская,Лукашенко,False,Профессионально-техническое,500 - 1000 бел. руб.,Да
51-60,Женский,Город,Минск,Тихановская,False,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Мужской,Город,Минск,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
51-60,Женский,Город,Минск,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Да
старше 60,Мужской,Город,Минск,Тихановская,False,Высшее,До 500 бел. руб.,Нет
18-30,Женский,Город,Минск,Против всех,True,Высшее,500 - 1000 бел. руб.,Нет
18-30,Женский,Город,Минск,Тихановская,False,Высшее,Не хочу отвечать на этот вопрос,Нет
41-50,Мужской,Город,Минск,Тихановская,False,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Женский,Город,Минск,Тихановская,False,Высшее,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Минск,Тихановская,False,Высшее,Выше 2000 бел.руб.,Нет
18-30,Женский,Город,Минск,Тихановская,False,Высшее,Выше 2000 бел.руб.,Нет
31-40,Женский,Город,Минск,Тихановская,True,Высшее,Выше 2000 бел.руб.,Нет
41-50,Мужской,Город,Гродненская,Тихановская,True,Высшее,Выше 2000 бел.руб.,Нет
31-40,Мужской,Город,Гродненская,Тихановская,False,Высшее,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,,False,Высшее,500 - 1000 бел. руб.,Да
старше 60,Мужской,Город,Гродненская,,False,Высшее,500 - 1000 бел. руб.,Нет
41-50,Мужской,Город,Гродненская,,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Мужской,Город,Гродненская,,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
51-60,Женский,Город,Гродненская,Тихановская,False,Среднее специальное,1000 - 2000 бел. руб.,Нет
старше 60,Мужской,Город,Гродненская,Лукашенко,False,Профессионально-техническое,До 500 бел. руб.,Затрудняюсь ответить
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Мужской,Город,Гродненская,Тихановская,False,Высшее,1000 - 2000 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Да
51-60,Женский,Город,Гродненская,Тихановская,False,Среднее специальное,До 500 бел. руб.,Да
старше 60,Женский,Город,Гродненская,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Да
51-60,Женский,Город,Гродненская,,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Затрудняюсь ответить
старше 60,Мужской,Село,Брестская,Тихановская,False,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
31-40,Мужской,Город,Брестская,Тихановская,False,Высшее,Не хочу отвечать на этот вопрос,Нет
41-50,Мужской,Город,Брестская,Тихановская,False,Высшее,Не хочу отвечать на этот вопрос,Нет
41-50,Мужской,Город,Брестская,Тихановская,False,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
18-30,Женский,Село,Брестская,Тихановская,False,Высшее,Не хочу отвечать на этот вопрос,Нет
старше 60,Мужской,Село,Витебская,Лукашенко,True,Профессионально-техническое,Не хочу отвечать на этот вопрос,Нет
31-40,Женский,Город,Брестская,Тихановская,False,Высшее,Выше 2000 бел.руб.,Нет
старше 60,Мужской,Город,Брестская,Лукашенко,False,Среднее специальное,Не хочу отвечать на этот вопрос,Да
старше 60,Женский,Город,Брестская,,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Брестская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Гомельская,Против всех,False,Высшее,500 - 1000 бел. руб.,Нет
41-50,Женский,Город,Брестская,Тихановская,False,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
31-40,Женский,Город,Брестская,,False,Высшее,Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Город,Гомельская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
31-40,Женский,Город,Брестская,Лукашенко,False,Высшее,1000 - 2000 бел. руб.,Нет
18-30,Мужской,Город,Брестская,Тихановская,False,Высшее,Не хочу отвечать на этот вопрос,Нет
41-50,Женский,Город,Гомельская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Брестская,Лукашенко,False,Среднее специальное,До 500 бел. руб.,Да
51-60,Женский,Город,Брестская,Тихановская,False,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
18-30,Женский,Город,Гомельская,Тихановская,True,Профессионально-техническое,До 500 бел. руб.,Нет
51-60,Мужской,Город,Брестская,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Нет
41-50,Женский,Город,Брестская,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Мужской,Город,Брестская,,False,Среднее специальное,500 - 1000 бел. руб.,Да
41-50,Мужской,Город,Гомельская,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
18-30,Мужской,Город,Гомельская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
41-50,Мужской,Город,Гомельская,Тихановская,False,Высшее,До 500 бел. руб.,Нет
41-50,Мужской,Город,Гомельская,,True,Среднее специальное,500 - 1000 бел. руб.,Да
31-40,Женский,Город,Гомельская,Тихановская,False,Среднее специальное,1000 - 2000 бел. руб.,Нет
31-40,Мужской,Город,Гомельская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Женский,Город,Гомельская,,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Город,Гомельская,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Затрудняюсь ответить
18-30,Женский,Город,Минская,Тихановская,True,Среднее специальное,Выше 2000 бел.руб.,Нет
старше 60,Женский,Город,Гомельская,Против всех,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Да
41-50,Женский,Город,Гомельская,,False,Среднее специальное,До 500 бел. руб.,Нет
старше 60,Женский,Город,Гомельская,,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Затрудняюсь ответить
старше 60,Мужской,Город,Гомельская,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Да
старше 60,Мужской,Город,Гомельская,Против всех,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Затрудняюсь ответить
41-50,Мужской,Город,Гомельская,,True,Среднее специальное,500 - 1000 бел. руб.,Нет
31-40,Женский,Город,Гомельская,,True,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Город,Гомельская,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
старше 60,Женский,Город,Гомельская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Гомельская,,True,Среднее специальное,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Гомельская,Тихановская,True,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
31-40,Женский,Город,Гомельская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Мужской,Город,Гомельская,,True,Базовое / Среднее общее (школа),1000 - 2000 бел. руб.,Нет
старше 60,Мужской,Город,Гомельская,Против всех,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Да
18-30,Женский,Город,Гомельская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Женский,Город,Гомельская,Против всех,True,Среднее специальное,500 - 1000 бел. руб.,Нет
31-40,Мужской,Город,Гомельская,Черечень,True,Высшее,500 - 1000 бел. руб.,Нет
18-30,Женский,Город,Гомельская,,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
51-60,Женский,Город,Гомельская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Гомельская,Тихановская,True,Профессионально-техническое,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Женский,Село,Гомельская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Да
31-40,Мужской,Село,Гомельская,,True,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
18-30,Мужской,Село,Гомельская,Тихановская,True,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
старше 60,Мужской,Село,Гомельская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Гомельская,,False,Базовое / Среднее общее (школа),Не хочу отвечать на этот вопрос,Затрудняюсь ответить
41-50,Женский,Село,Гомельская,Тихановская,False,Другое,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Гомельская,Лукашенко,False,Другое,До 500 бел. руб.,Да
31-40,Женский,Село,Гомельская,Тихановская,True,Профессионально-техническое,500 - 1000 бел. руб.,Нет
31-40,Мужской,Село,Гомельская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
18-30,Женский,Село,Гомельская,Тихановская,True,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
31-40,Мужской,Село,Гомельская,,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
41-50,Женский,Село,Гомельская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Село,Гомельская,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Да
старше 60,Женский,Село,Гомельская,Тихановская,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Гомельская,Против всех,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Да
51-60,Женский,Село,Гомельская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
41-50,Мужской,Село,Гомельская,Тихановская,False,Высшее,500 - 1000 бел. руб.,Нет
31-40,Женский,Село,Гомельская,,False,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Женский,Город,Минск,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Женский,Город,Минск,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Женский,Город,Минск,Тихановская,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
старше 60,Женский,Город,Минск,Против всех,False,Среднее специальное,500 - 1000 бел. руб.,Да
старше 60,Мужской,Город,Минск,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Да
старше 60,Женский,Город,Минск,,False,Профессионально-техническое,500 - 1000 бел. руб.,Нет
18-30,Женский,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Мужской,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
41-50,Женский,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Мужской,Город,Минск,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
41-50,Мужской,Город,Минск,Против всех,True,Высшее,1000 - 2000 бел. руб.,Нет
41-50,Женский,Город,Минск,,False,Среднее специальное,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Минск,Тихановская,True,Высшее,До 500 бел. руб.,Нет
18-30,Мужской,Город,Минск,Тихановская,True,Высшее,До 500 бел. руб.,Нет
18-30,Женский,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
18-30,Мужской,Город,Минск,,True,Высшее,Не хочу отвечать на этот вопрос,Нет
31-40,Женский,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
18-30,Мужской,Город,Витебская,,True,Профессионально-техническое,500 - 1000 бел. руб.,Нет
31-40,Мужской,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
старше 60,Мужской,Город,Минская,Против всех,False,Другое,Не хочу отвечать на этот вопрос,Нет
41-50,Мужской,Город,Минск,Против всех,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Минск,,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Затрудняюсь ответить
51-60,Женский,Село,Могилевская,Лукашенко,False,Среднее специальное,До 500 бел. руб.,Да
51-60,Мужской,Город,Минск,Тихановская,True,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
51-60,Женский,Город,Минск,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
18-30,Женский,Город,Минск,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Город,Минская,,True,Профессионально-техническое,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Город,Минск,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Могилевская,Тихановская,False,Среднее специальное,До 500 бел. руб.,Нет
51-60,Мужской,Село,Могилевская,Лукашенко,False,Профессионально-техническое,500 - 1000 бел. руб.,Да
51-60,Мужской,Город,Минск,,False,Другое,Не хочу отвечать на этот вопрос,Нет
старше 60,Мужской,Город,Минская,Тихановская,False,Другое,До 500 бел. руб.,Нет
41-50,Мужской,Город,Минск,Против всех,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Минск,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Город,Минск,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Село,Могилевская,Лукашенко,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Могилевская,Лукашенко,False,Высшее,До 500 бел. руб.,Да
старше 60,Женский,Город,Брестская,,False,Среднее специальное,До 500 бел. руб.,Затрудняюсь ответить
старше 60,Мужской,Город,Минская,,False,Профессионально-техническое,500 - 1000 бел. руб.,Нет
31-40,Мужской,Село,Могилевская,Лукашенко,False,Среднее специальное,До 500 бел. руб.,Нет
41-50,Мужской,Город,Брестская,,True,Высшее,До 500 бел. руб.,Нет
старше 60,Мужской,Город,Брестская,Тихановская,False,Базовое / Среднее общее (школа),1000 - 2000 бел. руб.,Нет
старше 60,Мужской,Город,Витебская,Тихановская,False,Высшее,До 500 бел. руб.,Нет
старше 60,Мужской,Город,Витебская,Тихановская,True,Высшее,Выше 2000 бел.руб.,Нет
старше 60,Женский,Город,Витебская,Лукашенко,False,Высшее,500 - 1000 бел. руб.,Да
старше 60,Мужской,Село,Могилевская,Лукашенко,False,Высшее,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Тихановская,False,Среднее специальное,1000 - 2000 бел. руб.,Нет
51-60,Женский,Село,Могилевская,Лукашенко,True,Высшее,500 - 1000 бел. руб.,Да
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Женский,Город,Гродненская,Канопацкая,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Женский,Город,Гродненская,Против всех,False,Высшее,1000 - 2000 бел. руб.,Нет
41-50,Женский,Город,Гродненская,Тихановская,True,Профессионально-техническое,500 - 1000 бел. руб.,Нет
31-40,Мужской,Село,Могилевская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
41-50,Женский,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
41-50,Женский,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
18-30,Женский,Город,Гродненская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
41-50,Мужской,Город,Гродненская,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Затрудняюсь ответить
41-50,Мужской,Город,Гродненская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Женский,Город,Гродненская,,True,Высшее,1000 - 2000 бел. руб.,Нет
18-30,Женский,Город,Гродненская,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
18-30,Женский,Город,Гродненская,Тихановская,False,Среднее специальное,Выше 2000 бел.руб.,Нет
старше 60,Женский,Город,Гродненская,,False,Среднее специальное,500 - 1000 бел. руб.,Затрудняюсь ответить
31-40,Мужской,Село,Брестская,,True,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Мужской,Город,Могилевская,Против всех,False,Высшее,Выше 2000 бел.руб.,Нет
старше 60,Женский,Город,Могилевская,Тихановская,False,Среднее специальное,До 500 бел. руб.,Нет
старше 60,Женский,Город,Могилевская,,False,Профессионально-техническое,До 500 бел. руб.,Нет
старше 60,Мужской,Село,Могилевская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Могилевская,Лукашенко,False,Среднее специальное,До 500 бел. руб.,Нет
31-40,Женский,Город,Могилевская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Да
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
31-40,Женский,Село,Могилевская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Могилевская,Лукашенко,False,Среднее специальное,До 500 бел. руб.,Нет
старше 60,Мужской,Село,Могилевская,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Да
старше 60,Мужской,Село,Могилевская,Лукашенко,False,Профессионально-техническое,500 - 1000 бел. руб.,Да
18-30,Мужской,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Мужской,Город,Гродненская,Тихановская,False,Среднее специальное,До 500 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Брестская,,False,Среднее специальное,До 500 бел. руб.,Затрудняюсь ответить
старше 60,Женский,Город,Минск,,True,Среднее специальное,До 500 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Тихановская,True,Базовое / Среднее общее (школа),Выше 2000 бел.руб.,Нет
31-40,Мужской,Село,Брестская,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
41-50,Мужской,Город,Минская,Лукашенко,True,Среднее специальное,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Город,Гродненская,Тихановская,False,Высшее,Не хочу отвечать на этот вопрос,Нет
51-60,Женский,Город,Могилевская,Лукашенко,True,Среднее специальное,Не хочу отвечать на этот вопрос,Да
51-60,Мужской,Город,Могилевская,Против всех,False,Среднее специальное,Не хочу отвечать на этот вопрос,Да
старше 60,Женский,Город,Могилевская,Лукашенко,False,Профессионально-техническое,500 - 1000 бел. руб.,Нет
старше 60,Женский,Город,Минск,,True,Среднее специальное,До 500 бел. руб.,Нет
18-30,Мужской,Село,Минская,Тихановская,True,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
41-50,Мужской,Село,Минская,Против всех,False,Среднее специальное,500 - 1000 бел. руб.,Да
старше 60,Женский,Город,Брестская,Лукашенко,True,Высшее,500 - 1000 бел. руб.,Затрудняюсь ответить
старше 60,Женский,Село,Минская,Лукашенко,False,Профессионально-техническое,500 - 1000 бел. руб.,Да
старше 60,Женский,Город,Брестская,,True,Высшее,500 - 1000 бел. руб.,Да
18-30,Женский,Город,Брестская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Мужской,Село,Минская,Тихановская,False,Высшее,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Минск,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
41-50,Женский,Село,Минская,Против всех,False,Другое,500 - 1000 бел. руб.,Да
старше 60,Женский,Село,Минская,Лукашенко,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
18-30,Женский,Город,Могилевская,Тихановская,False,Высшее,500 - 1000 бел. руб.,Нет
старше 60,Женский,Село,Гродненская,Тихановская,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
41-50,Женский,Город,Брестская,Тихановская,True,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
51-60,Мужской,Село,Гродненская,Тихановская,False,Высшее,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Село,Минская,Лукашенко,False,Среднее специальное,500 - 1000 бел. руб.,Да
18-30,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
18-30,Мужской,Село,Минская,Тихановская,True,Профессионально-техническое,Выше 2000 бел.руб.,Нет
старше 60,Женский,Город,Гродненская,Лукашенко,False,Среднее специальное,До 500 бел. руб.,Нет
31-40,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
41-50,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
41-50,Женский,Город,Гродненская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,500 - 1000 бел. руб.,Нет
41-50,Женский,Село,Гродненская,,False,Среднее специальное,500 - 1000 бел. руб.,Да
41-50,Мужской,Село,Гродненская,,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Гродненская,Тихановская,False,Высшее,До 500 бел. руб.,Нет
41-50,Женский,Город,Гродненская,,False,Среднее специальное,До 500 бел. руб.,Да
51-60,Женский,Город,Гродненская,Тихановская,False,Среднее специальное,До 500 бел. руб.,Нет
51-60,Женский,Город,Гродненская,Тихановская,True,Профессионально-техническое,До 500 бел. руб.,Нет
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Женский,Село,Гродненская,Против всех,True,Профессионально-техническое,500 - 1000 бел. руб.,Затрудняюсь ответить
51-60,Мужской,Село,Гомельская,,True,Профессионально-техническое,Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Город,Могилевская,Тихановская,True,Высшее,До 500 бел. руб.,Нет
18-30,Мужской,Село,Минская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
41-50,Женский,Село,Гродненская,Лукашенко,False,Высшее,500 - 1000 бел. руб.,Да
51-60,Женский,Село,Минская,Лукашенко,False,Профессионально-техническое,500 - 1000 бел. руб.,Да
старше 60,Мужской,Город,Витебская,Черечень,False,Высшее,500 - 1000 бел. руб.,Нет
51-60,Женский,Село,Минская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
31-40,Мужской,Село,Минская,Против всех,False,Среднее специальное,500 - 1000 бел. руб.,Да
старше 60,Мужской,Село,Минская,,False,Другое,До 500 бел. руб.,Нет
41-50,Мужской,Город,Гродненская,Против всех,True,Среднее специальное,500 - 1000 бел. руб.,Нет
31-40,Женский,Город,Гродненская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
18-30,Женский,Город,Брестская,,True,Высшее,Не хочу отвечать на этот вопрос,Нет
18-30,Женский,Город,Гродненская,Тихановская,True,Высшее,До 500 бел. руб.,Нет
старше 60,Женский,Село,Гомельская,Лукашенко,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Да
31-40,Женский,Село,Гомельская,Тихановская,True,Высшее,Выше 2000 бел.руб.,Нет
31-40,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
31-40,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Черечень,True,Высшее,500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Гродненская,Черечень,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
41-50,Мужской,Город,Гродненская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
41-50,Мужской,Город,Витебская,Черечень,True,Среднее специальное,Выше 2000 бел.руб.,Нет
41-50,Женский,Город,Гродненская,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
18-30,Мужской,Город,Могилевская,Против всех,True,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Брестская,,True,Высшее,500 - 1000 бел. руб.,Нет
31-40,Мужской,Город,Гомельская,Против всех,True,Высшее,Выше 2000 бел.руб.,Нет
51-60,Женский,Село,Минская,,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
51-60,Женский,Город,Минск,Тихановская,True,Среднее специальное,До 500 бел. руб.,Нет
старше 60,Женский,Город,Минск,,False,Высшее,500 - 1000 бел. руб.,Нет
31-40,Женский,Город,Брестская,,True,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
18-30,Мужской,Город,Минск,Тихановская,False,Базовое / Среднее общее (школа),Выше 2000 бел.руб.,Нет
51-60,Женский,Город,Витебская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Город,Витебская,Против всех,True,Профессионально-техническое,Не хочу отвечать на этот вопрос,Нет
51-60,Мужской,Город,Минск,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
51-60,Мужской,Город,Витебская,,False,Профессионально-техническое,Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Город,Витебская,Лукашенко,False,Среднее специальное,Не хочу отвечать на этот вопрос,Нет
старше 60,Мужской,Город,Могилевская,Тихановская,True,Высшее,До 500 бел. руб.,Нет
31-40,Женский,Город,Минск,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
старше 60,Женский,Город,Витебская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
31-40,Мужской,Город,Минск,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
старше 60,Женский,Город,Минск,Тихановская,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
18-30,Мужской,Город,Минск,Тихановская,True,Среднее специальное,1000 - 2000 бел. руб.,Нет
31-40,Мужской,Село,Гомельская,Тихановская,True,Высшее,Выше 2000 бел.руб.,Нет
старше 60,Мужской,Город,Минск,Лукашенко,False,Высшее,500 - 1000 бел. руб.,Да
31-40,Женский,Село,Гомельская,Тихановская,True,Высшее,Выше 2000 бел.руб.,Нет
старше 60,Женский,Город,Минск,Лукашенко,False,Базовое / Среднее общее (школа),500 - 1000 бел. руб.,Нет
51-60,Мужской,Город,Минск,Тихановская,False,Другое,Не хочу отвечать на этот вопрос,Нет
18-30,Женский,Город,Минск,Тихановская,False,Высшее,До 500 бел. руб.,Нет
старше 60,Женский,Город,Брестская,,True,Высшее,500 - 1000 бел. руб.,Нет
18-30,Женский,Город,Витебская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Женский,Город,Брестская,,True,Высшее,До 500 бел. руб.,Нет
старше 60,Женский,Город,Витебская,Тихановская,False,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
41-50,Женский,Город,Брестская,Тихановская,True,Высшее,1000 - 2000 бел. руб.,Нет
51-60,Мужской,Село,Гомельская,Лукашенко,True,Высшее,Не хочу отвечать на этот вопрос,Да
18-30,Женский,Город,Гродненская,Тихановская,True,Высшее,Не хочу отвечать на этот вопрос,Нет
41-50,Мужской,Город,Витебская,Тихановская,True,Базовое / Среднее общее (школа),До 500 бел. руб.,Нет
41-50,Женский,Город,Гродненская,Тихановская,True,Среднее специальное,500 - 1000 бел. руб.,Нет
18-30,Женский,Село,Гомельская,,True,Базовое / Среднее общее (школа),Не хочу отвечать на этот вопрос,Нет
старше 60,Женский,Город,Гродненская,Тихановская,False,Среднее специальное,500 - 1000 бел. руб.,Нет
