Timestamp,Вы из этого населенного пункта? (указываем название нас пункта),"Скажите, пожалуйста, какой у Вас возраст",Укажите пол,Пойдёте ли на президентские выборы?,Будете голосовать досрочно?,За кого планируете голосовать/проголосовали?,Ваш уровень образования?,"Сообщите, пожалуйста, совокупный месячный доход Вашей семьи в бел.руб.",Какими инструментами коммуникации Вы пользуетесь?,Код волонтёра ,Произвольный комментарий волонтера,тип нп,регион
8/5/2020 19:02:16,Могилев ,51-60,Жен,Затрудняюсь ответить,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Телевидение, Бумажная пресса",110,,город,6
8/5/2020 19:04:30,Гродно ,31-40,Жен,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Instagram",79,,город,4
8/5/2020 19:07:37,Минск ,старше 60,Муж,Да,Затрудняюсь ответить,Затрудняюсь ответить,Высшее,,"Радио, Телевидение, Телефон",109,,город,7
8/5/2020 19:10:09,Могилёв ,51-60,Муж,Да,Нет,Против всех,Высшее,До 500,Viber,105,,город,6
8/5/2020 19:11:59,Гродно,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Youtube",79,,город,4
8/5/2020 19:12:03,Минск ,старше 60,Жен,Да,Нет,Лукашенко,Высшее,,"Телевидение, Бумажная пресса, Viber",109,,город,7
8/5/2020 19:12:08,Могилёв ,31-40,Жен,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,Радио,105,,город,6
8/5/2020 19:12:45,Варшава,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Youtube",79,,город,
8/5/2020 19:13:39,Минск ,18-30,Жен,Нет,Нет,Не пойду,Среднее специальное,,Telegram,109,,город,7
8/5/2020 19:13:58,Варшава,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Youtube",79,,город,
8/5/2020 19:14:37,Брест,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,Телевидение,24,,город,1
8/5/2020 19:14:42,Могилев,41-50,Жен,Да,Нет,Тихановская,Высшее,выше 2000,"Телевидение, Viber, Telegram, Youtube, Фейсбук",110,,город,6
8/5/2020 19:18:11,Минск ,старше 60,Жен,Да,Затрудняюсь ответить,Лукашенко,Высшее,,"Радио, Телевидение, Бумажная пресса",109,,город,7
8/5/2020 19:20:17,Могилев ,18-30,Жен,Да,Нет,Тихановская,Высшее,,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",110,,город,6
8/5/2020 19:22:11,Могилев ,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",110,,город,6
8/5/2020 19:32:41,Могилев,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Бумажная пресса, Viber, Youtube",110,,город,6
8/5/2020 19:32:54,Минск ,41-50,Жен,Да,Нет,Затрудняюсь ответить,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте",109,Не хотела называть кандидата,город,7
8/5/2020 19:38:08,Могилев,старше 60,Жен,Да,Нет,Лукашенко,Среднее специальное,1000 - 2000,"Телевидение, Viber, Одноклассники",110,,город,6
8/5/2020 19:39:04,Гродно,41-50,Муж,Да,Нет,Тихановская,Профессионально-техническое,1000 - 2000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",79,,город,4
8/5/2020 19:39:40,Витебск,31-40,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,Интернет,44,,город,2
8/5/2020 19:39:52,Могилев ,51-60,Муж,Да,Да,Лукашенко,Среднее специальное,До 500,Телевидение,110,,город,6
8/5/2020 19:42:29,Могилев,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",110,,город,6
8/5/2020 19:43:50,Могилев,51-60,Жен,Да,Затрудняюсь ответить,Лукашенко,Базовое \ Среднее,До 500,Телевидение,110,,город,6
8/5/2020 19:46:42,Гродно ,18-30,Жен,Да,Нет,Против всех,Высшее,До 500,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",79,,город,4
8/5/2020 19:47:34,Минск ,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,,"Радио, Телевидение, Бумажная пресса",109,,город,7
8/5/2020 19:48:52,Могиле,31-40,Муж,Да,Нет,Тихановская,Базовое \ Среднее,выше 2000,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",110,,город,6
8/5/2020 19:48:56,Могилев,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,выше 2000,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",110,,город,6
8/5/2020 19:50:34,Речица,51-60,Жен,Да,Да,Против всех,Среднее специальное,1000 - 2000,"Бумажная пресса, Viber, Одноклассники",91,Одна воспитывает ребёнка (школьник). Досрочно голосует из-за работы.,город,3
8/5/2020 19:51:19,Могилёв ,31-40,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Youtube",105,,город,6
8/5/2020 19:52:07,Могилёв ,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Youtube",105,,город,6
8/5/2020 19:55:50,Могилев,старше 60,Муж,Да,Нет,Против всех,Высшее,До 500,"Радио, Телевидение, Viber",110,,город,6
8/5/2020 19:59:57,Минск ,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,,"Радио, Телевидение, Бумажная пресса",109,,город,7
8/5/2020 20:01:32,Минск ,старше 60,Муж,Да,Нет,Тихановская,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте",109,,город,7
8/5/2020 20:02:22,Могилев,41-50,Жен,Да,Нет,Против всех,Высшее,выше 2000,"Телевидение, Viber, Одноклассники, Вконтакте",110,,город,6
8/5/2020 20:04:56,Речица,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники",91,"Утверждает, что пересекался, в свое время, по работе с Цепкало. Планировал голосовать за него.",город,3
8/5/2020 20:06:20,Минск ,31-40,Жен,Да,Нет,Дмитриев,Высшее,,"Одноклассники, Вконтакте, Youtube",109,,город,7
8/5/2020 20:07:29,Гродно,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,До 500,"Viber, Telegram, Youtube",79,,город,4
8/5/2020 20:08:04,Гродно,18-30,Жен,Да,Нет,Тихановская,Высшее,До 500,"Viber, Telegram, Youtube",79,,город,4
8/5/2020 20:08:50,Минск ,51-60,Муж,Да,Нет,Затрудняюсь ответить,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram",109,,город,7
8/5/2020 20:09:57,Гродно,41-50,Жен,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Telegram, Youtube",79,,город,4
8/5/2020 20:10:18,Речица,31-40,Муж,Да,Уже проголосовал (-а) досрочно,Тихановская,Высшее,выше 2000,"Viber, Telegram, Вконтакте, Youtube, Instagram, Wattsapp",91,Работает в Белоруснефть. На досрочное голосование настойчиво отправляют на работе.,город,3
8/5/2020 20:11:37,Минск ,31-40,Жен,Да,Нет,Затрудняюсь ответить,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",109,,город,7
8/5/2020 20:13:42,Могилев,18-30,Жен,Да,Нет,Против всех,Высшее,1000 - 2000,"Телевидение, Viber, Telegram, Youtube",110,,город,6
8/5/2020 20:14:58,Минск ,51-60,Муж,Да,Затрудняюсь ответить,Против всех,Высшее,,,109,,город,7
8/5/2020 20:15:04,Могилев,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Viber, Вконтакте",110,,город,6
8/5/2020 20:15:18,Гродно,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,Instagram,79,,город,4
8/5/2020 20:16:43,Минск ,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,,"Радио, Телевидение, Viber, Telegram, Вконтакте",109,,город,7
8/5/2020 20:17:38,Гродно,41-50,Муж,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Телевидение, Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/5/2020 20:18:57,Могилев,18-30,Муж,Да,Нет,Лукашенко,Высшее,500 - 1000,"Viber, Вконтакте, Youtube",110,,город,6
8/5/2020 20:19:18,Минск ,41-50,Муж,Да,Нет,Тихановская,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники",109,,город,7
8/5/2020 20:19:39,Могилев ,31-40,Муж,Да,Нет,Дмитриев,Высшее,500 - 1000,"Viber, Вконтакте, Youtube",110,110,город,6
8/5/2020 20:22:04,Могилев,31-40,Муж,Да,Да,Затрудняюсь ответить,Высшее,1000 - 2000,"Радио, Телевидение, Вконтакте",110,,город,6
8/5/2020 20:22:47,Речица,41-50,Жен,Да,Нет,Затрудняюсь ответить,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube, Instagram, Facebook",91,"Спортивная девушка, одна воспитывает дочь (студентка мед. вуза), работает начальником отдела на гос. предприятии.",город,3
8/5/2020 20:28:49,Могилёв ,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Viber, Вконтакте, Youtube",105,,город,6
8/5/2020 20:30:17,Могилёв ,18-30,Муж,Да,Нет,Против всех,Высшее,До 500,"Viber, Telegram, Youtube",105,,город,6
8/5/2020 20:30:54,Минск ,41-50,Муж,Да,Нет,Тихановская,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники",109,,город,7
8/5/2020 20:31:29,Могилев,18-30,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",110,,город,6
8/5/2020 20:31:33,"Речицкий район, д. Озерщина",51-60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Среднее специальное,1000 - 2000,"Телевидение, Бумажная пресса, Viber, Одноклассники",91,Проголосовала по совету мужа.,село,3
8/5/2020 20:31:47,Могилев ,31-40,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Youtube",110,,город,6
8/5/2020 20:32:31,Гродно,старше 60,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Радио, Viber, Telegram, Youtube",79,,город,4
8/5/2020 20:32:43,Минск ,старше 60,Жен,Да,Да,Затрудняюсь ответить,Высшее,,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте",109,,город,7
8/5/2020 20:33:00,Гродно ,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Радио, Телевидение, Viber, Telegram",79,,город,4
8/5/2020 20:33:45,Минск,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube, instagram",48,,город,7
8/5/2020 20:40:50,Минск,41-50,Муж,Да,Нет,Тихановская,Среднее специальное,выше 2000,Telegram,48,,город,7
8/5/2020 20:43:11,Речица,41-50,Жен,Нет,Нет,Не пойду,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте",91,"Много читала в Интернете в последнее время: руки опускаются и ничего уже не хочется, голосовать бесполезно.",город,3
8/5/2020 20:45:52,Могилёв ,старше 60,Муж,Да,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,,"Радио, Телевидение, Бумажная пресса",105,,город,6
8/5/2020 20:49:22,Брест,41-50,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,1000 - 2000,"Телевидение, Youtube",24,,город,1
8/5/2020 20:49:29,Лесной ,18-30,Жен,Затрудняюсь ответить,Нет,Тихановская,Среднее специальное,500 - 1000,"Telegram, Вконтакте",48,,город,7
8/5/2020 20:50:51,Гродно,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",73,,город,4
8/5/2020 20:51:35,Речица,51-60,Муж,Нет,Нет,Не пойду,Среднее специальное,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber",91,Военный пенсионер. Работает охранником.,город,3
8/5/2020 20:53:13,Могилёв ,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Telegram, Вконтакте, Youtube",105,,город,6
8/5/2020 20:53:39,Гродно ,51-60,Жен,Да,Да,Лукашенко,Среднее специальное,До 500,"Телевидение, Viber, Telegram, Вконтакте",73,,город,4
8/5/2020 20:54:50,Могилёв ,старше 60,Жен,Да,Да,Лукашенко,Высшее,500 - 1000,"Телевидение, Бумажная пресса",105,,город,6
8/5/2020 20:55:41,Гродно ,41-50,Муж,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber, Telegram",73,,город,4
8/5/2020 20:57:09,Брест,31-40,Муж,Да,Нет,Тихановская,Базовое \ Среднее,1000 - 2000,"Viber, Одноклассники, Youtube",24,Порадовал ,город,1
8/5/2020 20:58:16,Гродно ,18-30,Муж,Нет,Нет,Не пойду,Профессионально-техническое,500 - 1000,"Telegram, Вконтакте, Youtube",73,,город,4
8/5/2020 21:00:35,Гродно ,41-50,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте",73,,город,4
8/5/2020 21:02:31,Гродно ,41-50,Муж,Нет,Нет,Не пойду,Среднее специальное,500 - 1000,"Радио, Telegram, Youtube",73,,город,4
8/5/2020 21:02:43,Могилёв ,51-60,Жен,Да,Да,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Телевидение, Одноклассники",110,,город,6
8/5/2020 21:02:55,Могилев,41-50,Жен,Да,Да,Затрудняюсь ответить,Среднее специальное,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber, Telegram, Одноклассники, Youtube",110,,город,6
8/5/2020 21:03:27,Гродно,31-40,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,Telegram,79,,город,4
8/5/2020 21:03:55,Речица,31-40,Муж,Да,Нет,Лукашенко,Другое \ не хочу отвечать,выше 2000,"Радио, Телевидение, Бумажная пресса, Viber",91,"Бизнесмен, зарабатывает хорошо, все устраивает, менять ничего не хочет.",город,3
8/5/2020 21:04:27,Гродно ,старше 60,Муж,Да,Да,Затрудняюсь ответить,Базовое \ Среднее,До 500,"Телевидение, Бумажная пресса",73,,город,4
8/5/2020 21:06:03,Гродно ,51-60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Бумажная пресса, Viber, Вконтакте",73,,город,4
8/5/2020 21:06:24,Брест,41-50,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",24,,город,1
8/5/2020 21:07:20,Гродно ,18-30,Муж,Нет,Нет,Не пойду,Среднее специальное,Не хочу отвечать на этот вопрос,"Telegram, Youtube",73,,город,4
8/5/2020 21:08:38,Могилев,старше 60,Жен,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Telegram, Одноклассники",110,,город,6
8/5/2020 21:09:09,Гродно,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/5/2020 21:09:29,Гродно ,18-30,Жен,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Вконтакте, Youtube",73,,город,4
8/5/2020 21:11:03,Брест,51-60,Муж,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Телевидение, Viber, Telegram, Вконтакте, Youtube",24,,город,1
8/5/2020 21:11:35,Гродно ,51-60,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Viber",73,,город,4
8/5/2020 21:12:52,Брест,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Радио, Телевидение",24,,город,1
8/5/2020 21:13:05,Речица,старше 60,Жен,Да,Да,Лукашенко,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber",91,"Не из кого выбрать. Придется за того, кого знаю.",город,3
8/5/2020 21:13:47,Гродно ,старше 60,Муж,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Telegram, Youtube",73,,город,4
8/5/2020 21:15:26,Гродно ,51-60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Радио, Телевидение, Viber, Одноклассники, Youtube",73,,город,4
8/5/2020 21:16:45,Гродно ,41-50,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Viber, Вконтакте, Youtube",73,,город,4
8/5/2020 21:18:27,Гродно ,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Viber, Вконтакте, Youtube",73,,город,4
8/5/2020 21:23:45,Гродно ,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Одноклассники",73,,город,4
8/5/2020 21:25:29,Гродно ,старше 60,Жен,Да,Да,Затрудняюсь ответить,Среднее специальное,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники",73,,город,4
8/5/2020 21:25:44,Брест,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Базовое \ Среднее,500 - 1000,Телевидение,24,"За любого, кроме Лу",город,1
8/5/2020 21:26:49,Гродно ,41-50,Жен,Да,Нет,Лукашенко,Высшее,1000 - 2000,"Телевидение, Viber, Youtube",73,,город,4
8/5/2020 21:27:27,Речица,31-40,Жен,Да,Нет,Затрудняюсь ответить,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте",91,"Одинокая мать, живет с родителями, работает на гос. предприятии.",город,3
8/5/2020 21:28:19,Гродно ,старше 60,Жен,Нет,Нет,Не пойду,Высшее,До 500,"Радио, Телевидение, Бумажная пресса, Telegram, Одноклассники",73,,город,4
8/5/2020 21:29:34,Гродно ,старше 60,Жен,Да,Да,Затрудняюсь ответить,Среднее специальное,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Youtube",73,,город,4
8/5/2020 21:30:51,Гродно ,31-40,Жен,Да,Да,Лукашенко,Среднее специальное,До 500,"Радио, Телевидение, Viber, Одноклассники, Youtube",73,,город,4
8/5/2020 21:31:58,Гродно ,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса",73,,город,4
8/5/2020 21:33:06,Могилев ,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram",110,,город,6
8/5/2020 21:33:13,Гродно ,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Телевидение, Viber, Одноклассники, Вконтакте, Youtube",73,,город,4
8/5/2020 21:34:07,Речица,18-30,Жен,Нет,Нет,Не пойду,Высшее,500 - 1000,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube, Facebook, Twitter, Instagram ",91,"Живет в Речице, работает в Гомеле (частная фирма).",город,3
8/5/2020 21:34:33,Гродно ,31-40,Муж,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",73,,город,4
8/5/2020 21:36:19,Гродно,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Youtube",79,,город,4
8/5/2020 21:36:23,Гродно ,31-40,Муж,Да,Нет,Затрудняюсь ответить,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",73,,город,4
8/5/2020 21:40:49,Речица,старше 60,Муж,Да,Уже проголосовал (-а) досрочно,Лукашенко,Профессионально-техническое,500 - 1000,"Радио, Телевидение, Бумажная пресса",91,"Пенсионер, родом из России, в Беларуси живет 40 лет.",город,3
8/5/2020 21:44:58,Минск,51-60,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Интернет",56,,город,7
8/5/2020 21:47:27,Минск,31-40,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Телевидение, Бумажная пресса, Viber, Telegram, Вконтакте, Youtube, Новостные сайты",56,,город,7
8/5/2020 21:48:52,Минск,51-60,Жен,Да,Да,Лукашенко,Базовое \ Среднее,До 500,"Телевидение, Бумажная пресса",56,,город,7
8/5/2020 21:50:30,Минск,старше 60,Муж,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Бумажная пресса, Беседы, разговоры",56,,город,7
8/5/2020 21:52:06,Минск,18-30,Жен,Да,Нет,Против всех,Высшее,500 - 1000,"Телевидение, Viber, Вконтакте, Youtube, Новостные сайты",56,,город,7
8/5/2020 21:53:43,Минск,18-30,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Telegram, Вконтакте, Youtube, Интернет",56,56,город,7
8/5/2020 21:55:23,Минск,41-50,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Telegram, Youtube, Интернет",56,,город,7
8/5/2020 21:57:02,Минск,31-40,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Youtube, Интернет",56,,город,7
8/5/2020 21:58:46,Минск,18-30,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Telegram, Youtube, Tut.by, inliner",56,,город,7
8/5/2020 22:00:25,Минск,18-30,Жен,Да,Нет,Тихановская,Высшее,выше 2000,"Telegram, Youtube, Интернет",56,,город,7
8/5/2020 22:02:16,Минск,31-40,Жен,Да,Нет,Тихановская,Высшее,выше 2000,"Телевидение, Viber, Новостные сайты",56,,город,7
8/5/2020 22:15:06,Лида ,41-50,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Радио, Телевидение, Бумажная пресса, Viber",70,,город,4
8/5/2020 22:16:37,Лида,31-40,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Youtube, Tut.by",70,,город,4
8/5/2020 22:17:37,Лида,18-30,Муж,Да,Да,Затрудняюсь ответить,Высшее,500 - 1000,Телевидение,70,,город,4
8/5/2020 22:18:42,Лида,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,Интернет ресурсы,70,,город,4
8/5/2020 22:19:34,Лида,41-50,Муж,Нет,Нет,Не пойду,Среднее специальное,500 - 1000,Телевидение,70,,город,4
8/5/2020 22:20:37,Лида,51-60,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,1000 - 2000,"Телевидение, Viber",70,,город,4
8/5/2020 22:21:54,Лида,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,Youtube,70,,город,4
8/5/2020 22:22:55,Лида,старше 60,Муж,Да,Затрудняюсь ответить,Лукашенко,Профессионально-техническое,До 500,Телевидение,70,,город,4
8/5/2020 22:24:37,Лида,31-40,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Instagram,  разные инет ресурсы ",70,,город,4
8/5/2020 22:25:39,Лида,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Вконтакте, Youtube, Tut.by",70,,город,4
8/5/2020 22:26:55,Лида,18-30,Муж,Да,Да,Тихановская,Среднее специальное,500 - 1000,Вконтакте,70,,город,4
8/5/2020 22:27:57,Любча,51-60,Жен,Да,Да,Тихановская,Среднее специальное,До 500,Телевидение,70,,город,4
8/5/2020 22:28:43,Любча,старше 60,Жен,Да,Да,Лукашенко,Среднее специальное,500 - 1000,"Телевидение, Бумажная пресса",70,,город,4
8/5/2020 22:29:29,Любча,51-60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Базовое \ Среднее,500 - 1000,Телевидение,70,,город,4
8/5/2020 22:30:52,Д. Батчи,старше 60,Муж,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,Семья.,61,,село,1
8/5/2020 22:31:44,Г. Кобрин,31-40,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Telegram, Youtube",61,,город,1
8/5/2020 22:32:23,Г. Кобрин,41-50,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,Youtube,61,,город,1
8/5/2020 22:33:21,Г. Кобрин,41-50,Муж,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,Неоткуда,61,,город,1
8/5/2020 22:34:12,Д. Андроново,18-30,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,Youtube,61,,село,1
8/5/2020 22:34:40,Карпеки,старше 60,Муж,Да,Нет,Лукашенко,Профессионально-техническое,Не хочу отвечать на этот вопрос,"Телевидение, Viber",84,,село,2
8/5/2020 22:35:03,Г. Кобрин,31-40,Жен,Да,Нет,Тихановская,Высшее,выше 2000,"Telegram, Youtube",61,,город,1
8/5/2020 22:35:39,Карпеки,старше 60,Жен,Да,Нет,Лукашенко,Среднее специальное,,"Радио, Телевидение, Бумажная пресса",84,,село,2
8/5/2020 22:35:51,Г. Кобрин,старше 60,Муж,Да,Да,Лукашенко,Среднее специальное,Не хочу отвечать на этот вопрос,"Радио, Телевидение",61,,город,1
8/5/2020 22:36:43,Г. Кобрин,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,Телевидение,61,,город,1
8/5/2020 22:37:05,Карпеки,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,,"Радио, Телевидение, Бумажная пресса",84,,село,2
8/5/2020 22:37:23,Г. Кобрин,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,Youtube,61,,город,1
8/5/2020 22:37:48,Калинковичи,51-60,Жен,Да,Нет,Против всех,Высшее,500 - 1000,"Телевидение, Бумажная пресса",75,,город,3
8/5/2020 22:38:14,Г. Кобрин,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Вконтакте, Youtube",61,,город,1
8/5/2020 22:39:04,Г. Кобрин,31-40,Жен,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,Телевидение,61,,город,1
8/5/2020 22:39:49,Калинковичи,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Телевидение, Бумажная пресса, Viber, Одноклассники, Youtube",75,Посещает митинги,город,3
8/5/2020 22:40:12,Г. Кобрин,31-40,Жен,Да,Нет,Лукашенко,Высшее,1000 - 2000,Интернет,61,,город,1
8/5/2020 22:41:07,Г. Брест,18-30,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Telegram, Вконтакте, Youtube",61,,город,1
8/5/2020 22:41:38,Калинковичи ,41-50,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Одноклассники, Вконтакте, Youtube, Фейсбук",75,,город,3
8/5/2020 22:41:51,Г. Кобрин,51-60,Жен,Да,Да,Лукашенко,Среднее специальное,До 500,"Радио, Телевидение",61,,город,1
8/5/2020 22:42:39,Г. Кобрин,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,Интернет,61,,город,1
